date,MINUS_DI
2003-01-23 00:00:00,20.76
2003-01-24 00:00:00,23.207
2003-01-27 00:00:00,21.3302
2003-01-28 00:00:00,20.1975
2003-01-29 00:00:00,19.1826
2003-01-30 00:00:00,17.7972
2003-01-31 00:00:00,19.2006
2003-02-03 00:00:00,18.2034
2003-02-04 00:00:00,17.9796
2003-02-05 00:00:00,17.1611
2003-02-06 00:00:00,18.7642
2003-02-07 00:00:00,19.2504
2003-02-10 00:00:00,18.4015
2003-02-11 00:00:00,17.6331
2003-02-12 00:00:00,17.0577
2003-02-13 00:00:00,16.3759
2003-02-14 00:00:00,15.7624
2003-02-18 00:00:00,14.7707
2003-02-19 00:00:00,14.304
2003-02-20 00:00:00,13.9409
2003-02-21 00:00:00,13.3555
2003-02-24 00:00:00,19.8821
2003-02-25 00:00:00,18.9517
2003-02-26 00:00:00,19.0248
2003-02-27 00:00:00,18.1157
2003-02-28 00:00:00,17.5507
2003-03-03 00:00:00,18.6411
2003-03-04 00:00:00,19.043
2003-03-05 00:00:00,18.5086
2003-03-06 00:00:00,19.326
2003-03-07 00:00:00,18.522
2003-03-10 00:00:00,17.9061
2003-03-11 00:00:00,19.1163
2003-03-12 00:00:00,19.083
2003-03-13 00:00:00,17.8076
2003-03-14 00:00:00,17.101
2003-03-17 00:00:00,16.4332
2003-03-18 00:00:00,15.9417
2003-03-19 00:00:00,15.2995
2003-03-20 00:00:00,16.7673
2003-03-21 00:00:00,16.136
2003-03-24 00:00:00,20.2032
2003-03-25 00:00:00,19.1692
2003-03-26 00:00:00,19.3984
2003-03-27 00:00:00,18.5549
2003-03-28 00:00:00,18.0124
2003-03-31 00:00:00,20.7224
2003-04-01 00:00:00,20.1347
2003-04-02 00:00:00,18.8893
2003-04-03 00:00:00,18.1106
2003-04-04 00:00:00,17.503
2003-04-07 00:00:00,16.3869
