date,ULTOSC
2003-01-06 00:00:00,49.0908
2003-01-07 00:00:00,54.5036
2003-01-08 00:00:00,54.4338
2003-01-09 00:00:00,52.9967
2003-01-10 00:00:00,52.9812
2003-01-13 00:00:00,50.3169
2003-01-14 00:00:00,45.9125
2003-01-15 00:00:00,48.999
2003-01-16 00:00:00,51.0217
2003-01-17 00:00:00,47.3473
2003-01-21 00:00:00,43.2033
2003-01-22 00:00:00,38.7964
2003-01-23 00:00:00,38.7768
2003-01-24 00:00:00,37.7491
2003-01-27 00:00:00,41.7343
2003-01-28 00:00:00,42.6863
2003-01-29 00:00:00,49.7139
2003-01-30 00:00:00,45.8953
2003-01-31 00:00:00,48.3668
2003-02-03 00:00:00,48.2805
2003-02-04 00:00:00,51.8289
2003-02-05 00:00:00,46.7366
2003-02-06 00:00:00,44.0688
2003-02-07 00:00:00,38.8349
2003-02-10 00:00:00,45.7721
2003-02-11 00:00:00,43.3784
2003-02-12 00:00:00,40.9377
2003-02-13 00:00:00,41.4747
2003-02-14 00:00:00,49.1747
2003-02-18 00:00:00,54.4877
2003-02-19 00:00:00,54.2545
2003-02-20 00:00:00,54.0498
2003-02-21 00:00:00,58.5853
2003-02-24 00:00:00,63.6192
2003-02-25 00:00:00,65.0489
2003-02-26 00:00:00,58.9579
2003-02-27 00:00:00,56.9641
2003-02-28 00:00:00,61.9087
2003-03-03 00:00:00,58.2076
2003-03-04 00:00:00,55.3552
2003-03-05 00:00:00,49.3766
2003-03-06 00:00:00,46.3556
2003-03-07 00:00:00,51.2224
2003-03-10 00:00:00,44.2043
2003-03-11 00:00:00,40.9246
2003-03-12 00:00:00,45.3399
2003-03-13 00:00:00,53.0494
2003-03-14 00:00:00,51.1502
2003-03-17 00:00:00,52.1595
2003-03-18 00:00:00,54.6665
2003-03-19 00:00:00,55.9555
2003-03-20 00:00:00,60.4658
2003-03-21 00:00:00,62.128
2003-03-24 00:00:00,49.102
2003-03-25 00:00:00,48.9869
2003-03-26 00:00:00,45.4954
2003-03-27 00:00:00,43.9748
2003-03-28 00:00:00,46.4887
2003-03-31 00:00:00,40.571
2003-04-01 00:00:00,39.2471
2003-04-02 00:00:00,48.8272
2003-04-03 00:00:00,47.8622
2003-04-04 00:00:00,43.9256
2003-04-07 00:00:00,39.517
2003-04-08 00:00:00,36.3941
2003-04-09 00:00:00,33.8404
2003-04-10 00:00:00,36.613
2003-04-11 00:00:00,27.7704
2003-04-14 00:00:00,32.0989
2003-04-15 00:00:00,32.7752
2003-04-16 00:00:00,35.3052
2003-04-17 00:00:00,39.0791
