date,DCPERIOD
2003-01-16 00:00:00,18.3348
2003-01-17 00:00:00,18.2919
2003-01-21 00:00:00,18.1481
2003-01-22 00:00:00,17.861
2003-01-23 00:00:00,17.52
2003-01-24 00:00:00,17.2629
2003-01-27 00:00:00,17.2511
2003-01-28 00:00:00,17.5064
2003-01-29 00:00:00,17.9452
2003-01-30 00:00:00,18.4284
2003-01-31 00:00:00,18.7672
2003-02-03 00:00:00,18.8381
2003-02-04 00:00:00,18.7098
2003-02-05 00:00:00,18.6671
2003-02-06 00:00:00,18.8001
2003-02-07 00:00:00,18.7486
2003-02-10 00:00:00,18.4417
2003-02-11 00:00:00,18.0278
2003-02-12 00:00:00,17.6091
2003-02-13 00:00:00,17.2398
2003-02-14 00:00:00,16.9419
2003-02-18 00:00:00,16.729
2003-02-19 00:00:00,16.5798
2003-02-20 00:00:00,16.4061
2003-02-21 00:00:00,16.1649
2003-02-24 00:00:00,15.8773
2003-02-25 00:00:00,15.5704
2003-02-26 00:00:00,15.2308
2003-02-27 00:00:00,14.93
2003-02-28 00:00:00,14.7116
2003-03-03 00:00:00,14.5642
2003-03-04 00:00:00,14.5406
2003-03-05 00:00:00,14.6035
2003-03-06 00:00:00,14.6809
2003-03-07 00:00:00,14.8048
2003-03-10 00:00:00,14.971
2003-03-11 00:00:00,15.1132
2003-03-12 00:00:00,15.3933
2003-03-13 00:00:00,15.8882
2003-03-14 00:00:00,16.3916
2003-03-17 00:00:00,16.9516
2003-03-18 00:00:00,17.509
2003-03-19 00:00:00,17.7372
2003-03-20 00:00:00,17.6091
2003-03-21 00:00:00,17.6085
2003-03-24 00:00:00,18.1891
2003-03-25 00:00:00,18.708
2003-03-26 00:00:00,18.7128
2003-03-27 00:00:00,18.3396
2003-03-28 00:00:00,17.8018
2003-03-31 00:00:00,17.2195
2003-04-01 00:00:00,16.7038
2003-04-02 00:00:00,16.3125
2003-04-03 00:00:00,15.9315
2003-04-04 00:00:00,15.545
2003-04-07 00:00:00,15.2773
2003-04-08 00:00:00,15.119
2003-04-09 00:00:00,14.9979
2003-04-10 00:00:00,14.9581
2003-04-11 00:00:00,15.0431
2003-04-14 00:00:00,15.1686
2003-04-15 00:00:00,15.2641
2003-04-16 00:00:00,15.3067
2003-04-17 00:00:00,15.3569
2003-04-21 00:00:00,15.4167
2003-04-22 00:00:00,15.454
2003-04-23 00:00:00,15.7997
2003-04-24 00:00:00,16.2009
