date,ADX
2003-04-10 00:00:00,7.0659
2003-04-11 00:00:00,8.3471
2003-04-14 00:00:00,9.5642
2003-04-15 00:00:00,10.8979
2003-04-16 00:00:00,12.469
2003-04-17 00:00:00,14.1063
2003-04-21 00:00:00,15.6617
2003-04-22 00:00:00,16.3639
2003-04-23 00:00:00,17.0141
2003-04-24 00:00:00,17.9574
2003-04-25 00:00:00,18.8535
2003-04-28 00:00:00,19.0598
2003-04-29 00:00:00,18.9484
2003-04-30 00:00:00,18.5645
2003-05-01 00:00:00,18.1417
2003-05-02 00:00:00,17.4534
