date,CCI
2003-01-02 00:00:00,5.284
2003-01-03 00:00:00,31.3189
2003-01-06 00:00:00,77.6536
2003-01-07 00:00:00,21.4604
2003-01-08 00:00:00,-19.5173
2003-01-09 00:00:00,14.2068
2003-01-10 00:00:00,18.4778
2003-01-13 00:00:00,16.2487
2003-01-14 00:00:00,23.1197
2003-01-15 00:00:00,-23.6851
2003-01-16 00:00:00,3.6126
2003-01-17 00:00:00,-81.2433
2003-01-21 00:00:00,-103.1621
2003-01-22 00:00:00,-151.9132
2003-01-23 00:00:00,-82.4072
2003-01-24 00:00:00,-137.8908
2003-01-27 00:00:00,-73.9898
2003-01-28 00:00:00,10.0334
2003-01-29 00:00:00,5.0389
2003-01-30 00:00:00,23.587
2003-01-31 00:00:00,-37.5419
2003-02-03 00:00:00,54.1761
2003-02-04 00:00:00,30.2288
2003-02-05 00:00:00,61.9314
2003-02-06 00:00:00,2.5287
2003-02-07 00:00:00,-36.4583
2003-02-10 00:00:00,-13.8408
2003-02-11 00:00:00,14.1013
2003-02-12 00:00:00,29.502
2003-02-13 00:00:00,49.8358
2003-02-14 00:00:00,88.9185
2003-02-18 00:00:00,237.201
2003-02-19 00:00:00,151.0931
2003-02-20 00:00:00,116.2909
2003-02-21 00:00:00,128.7786
2003-02-24 00:00:00,-6.3886
2003-02-25 00:00:00,117.7639
2003-02-26 00:00:00,28.3951
2003-02-27 00:00:00,66.1048
2003-02-28 00:00:00,108.9095
2003-03-03 00:00:00,46.7906
2003-03-04 00:00:00,-14.7001
