date,DX
2003-02-21 00:00:00,22.2564
2003-02-24 00:00:00,3.4832
2003-02-25 00:00:00,2.1515
2003-02-26 00:00:00,4.9831
2003-02-27 00:00:00,4.9831
2003-02-28 00:00:00,2.2993
2003-03-03 00:00:00,8.3293
2003-03-04 00:00:00,11.2135
2003-03-05 00:00:00,11.2135
2003-03-06 00:00:00,14.4663
2003-03-07 00:00:00,10.558
2003-03-10 00:00:00,10.8492
2003-03-11 00:00:00,16.0307
2003-03-12 00:00:00,17.7089
2003-03-13 00:00:00,2.9144
2003-03-14 00:00:00,3.617
2003-03-17 00:00:00,5.4222
2003-03-18 00:00:00,6.0397
2003-03-19 00:00:00,7.9378
2003-03-20 00:00:00,1.1282
2003-03-21 00:00:00,6.3646
2003-03-24 00:00:00,8.6028
2003-03-25 00:00:00,7.5856
2003-03-26 00:00:00,9.6638
2003-03-27 00:00:00,4.7068
2003-03-28 00:00:00,4.7068
2003-03-31 00:00:00,14.769
2003-04-01 00:00:00,14.769
2003-04-02 00:00:00,1.1424
2003-04-03 00:00:00,0.8109
2003-04-04 00:00:00,0.8109
2003-04-07 00:00:00,8.4955
2003-04-08 00:00:00,6.798
